job_title,job_url,company_name,company_url,job_tags,job_snippet,job_post_date,new_job_post_flag
DATA SCIENTIST,https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AuWpd06JaTHFjvTB_5q6-0gBNCyrzTNez_CNw5GfFr-fdm3ewHMNJ35nohILle4HwaS23m7lEqwkkCCZnm09Zvz22MA2lMM-yEZFGa447Vq3OHpizF-NARBJCP_nBNCVSIqV5S4w9YQ2YT1nVvRXbpo8y_lgtwc_iy7M-zcdLPWrSa8vV_YDFP71GhTKrHpPAEKqsyCNG7PmSdSEyHX1Rw3RHcGazeIa_AEnBr9nnXzejImw8TME1h147gYSBX5XKUhz461AGJ2r1o5uL5-_7gDS7BonkkD_h35-iCJE_TtJTNNSwKCVffuCVlpuoagzfL3c5rw3cpbTzKsh3kc6IDOH-KkYov_hGGM8iI7WSIzT54tV_D1zZf6vL2kBtzMCfxwmkd1QzxMCg-F1rU6nosmkWftkdfAhu5T-1-1rFgNEqAyTC2OjjHLLa1daQJNG8KunRwLSIYsY_scICBAprk6AFZOGmRk1mkQY7CIuAmvpY0mSBty4MOxBhKHVkFe2BDhdKU7QADLkfK0lSIileLcvyQzDtTaMyTldtskwdIes9TBhpiP5lNIdbSOdGo-4h6uj4wyW7Kbh_QiwWFeJ9_rjLN8-xZdKayskVpDC_LuvC7nVICDXxzhrhcUxSLOdvTCQkGcNFtGQB7UorFcn17Kxi8XpCb3I4cMGzBfZxANO-Vcw2vp6Bh0SXrW1jYJ1M4AxFZ3PajXjm2FeojInB-GXewLOd9u2lR3gZUvN4az4UMe0p32UdL9KeHHSfMnzq_5755_vyK4kf-vNriZyDrPtetI4EZj3LFz6zMr0plol0JTxi4j8bLAQRh-B06Ao8ujdTNoAyU10mleurCahLSocaZ8wothkE=&xkcb=SoA3-_M3YyfSBn26dp0LbzkdCdPP&p=0&fvj=0&vjs=3,SHIFT TECHNOLOGY PTE. LTD.,,"['$6,500 - $8,500 a month', 'Full-time', 'Shift system']","Implementation of the data engineering , usually from client extracts to the insertion of the data in our data stores (SQL, ElasticSearch).",11 days ago,
,,,,[],,,
Senior Data Scientist(Fraud Detection),https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AuWpd06JaTHFjvTB_5q6-0gBNCyrzTNez_CNw5GfFr-fdm3ewHMNJ35nohILle4HwIphhIemME22CjIIT3ZrGpOLztMBy97YiGy04h4pGskqo4g8WBOuF3bi7JNyDdFMVw3z1W4Jkh5_97C5PV_2NiGfL4aQ3U1Tj6aY0ODI5cv87jkElS3eJ2fdFkGXusgW99RxVefedvA1UXNh2tqwza5fbNTsuEjc_oLAzY1BnJ8I8TPM4eOP1OX6Ocb-tlds1fnRSTkfelwD0z4cXkcao27nxkpdISqVtiN4U1LPLAkvc6XJuHmj7tHGu-xgFhGnq2PIoM7v4AkegdHMnYZ1Wr9WpOR-bVAy37skqA6QJJ90VPqs9UYuFlvLOUFsYlT46nYb_yPrXrb4VH4zxeT_YOE0N_FhJpac-XkT5Cv0c07BaCe8zrnAGfZbTEIR1Qrqy3Gnwla7DQ2AMSGLq5KIPv2jLixcjyZ4BccanCutblOz31FnAgCP60_22PL_wcFu3LXw4YPuROFMr49Dauj0s5kipXzwqoH38Bd1RdoAQI6BOU1O3AZgfMgWGTU9l8jtlbbVMOPf8dbEnd5nkNlwwmXthy1R0GdaGjyvbzZoAPJoeBI6C59MDoeBJj3MWQNbyw1xlwaaLsFfjHj01nNUs4m5lIT4Jmies6ocZVAFZrhE9Pui0oPOmw5KqRsI3OPbKoOTcg4A7vBHrxtjUCa6qlGfGdBmdOSIjOH0dMnb9weh1YRH8_O54ZbsM8tyxAZq_FRyzMMRFrXCqLAOw9d_K1xGSMA4x5zXPTnj4y_4qB_wQlbWg--oAuWLnml2A2es0twnaTnHnHtTx7spmmR7__91_Hre-JkjfcHZV0HW8BfuCP2sGZEqWR&xkcb=SoC5-_M3YyfSBmW6dp0LbzkdCdPP&p=1&fvj=0&vjs=3,ROADGET BUSINESS PTE. LTD.,,"['$8,000 - $16,000 a month', 'Full-time']","Responsible for developing end-to-end machine learning solutions for SHEIN’s e-commerce core product in one of the following areas - search, recommendation or…",5 days ago,new
,,,,[],,,
Assistant Principal Data Scientist,https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AuWpd06JaTHFjvTB_5q6-0gBNCyrzTNez_CNw5GfFr-fdm3ewHMNJ35nohILle4HzNSKHd7fQlPwGCt_R3VSc05UAymHIDc6oKOztBXmw7kJPwCvGsSuus2qdkPpErTTg8RlHjkS8wy0kXUQm7JbVBu86h3twDzb6Jn3S1otYmm7zJHHtQXeBSKGi6nF3oAeqqUlvMw2eqEGIl6A3FWitKkgmt52R8LFTnR0S6nY9iuh9AhiA9k_tXwMzMdAyFuLLHPHqIUfqZafs-LyFWMKU4a9gVOSi6pgE1tTJIDs3CrDBgQShIcEhbWdaTrY_8fbW7rxlEDYibJ1f3rNFzAzQeZL3YNAOXb3EhZW2e-Y283WQQ9ukF5Kh7QDqMIJIIlXfl6mgqWR-lB3Nuwboaf6W7tPEpX3aDOxynTG7WyEHPfWwUYg1I1SbZe8WlrrVjQg5Vk_N5Ddr7dEbooE4SB0jp-DtPDrxlGnKkkMBIlAD26zHIl6nRbXQ0L2B0hI-Jzeyi8hTzEqQli3mD6CPZa-HXmd-RmRPzGmDJ7K7myuuZB5E2td2PJ-JtR2KUI5h76YdjgscAFQwJy9zHQzAzSu6ohPZ2QtVOdVrnRB7Rntremi1sBLl54G31zoQi6I-_BMA41GErxMYlWE5UwSntGXKfOA2DEJoKpbvJaZQOzFtMf-TX-L_AZXaLAEMUI5Vv0zjoNTvzabnjx5_A4c9TsM42RQa4c-GmCcrHsWHvli_ZQdlC4gvT_G7SNpSiytRANXh0_sd5CPdct0x42NsHem0AbnoKt3eqY55cHprbCuprLODM_wt6VJNtK7qS71eU1686v4YwSaX_3lR2bGo_axNWDgn_oGJZZqAL0u4K7baEu1uOQR8RgvxQ&xkcb=SoAN-_M3YyfSBmW6dp0KbzkdCdPP&p=2&fvj=0&vjs=3,ST ENGINEERING IHQ PTE. LTD.,,"['$7,000 - $10,000 a month', 'Permanent']","Strong problem solving skills and passion for artificial intelligence and data science research.
Good experience with end-to-end analytics process – ideation…",5 days ago,new
,,,,[],,,
,,,,[],,,
Machine Learning Engineer,https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AuWpd06JaTHFjvTB_5q6-0gBNCyrzTNez_CNw5GfFr-fdm3ewHMNJ35nohILle4HwZ0Zx4K2KjOcqLvlVbWOOk0kJMLLanOTHj4TRC6Qpn3xUmbh6t-pZt7f3fDMypo8BPjcOohQEfbXlUS8hWY-z8l6Hk2-uaGMZc4Xz7Sr-IRKRw8PIgbAsSBf6gZbjB74T3CK16e11JcXuVrMeLNxR8LIb9HWbnGsWc9BCu3yCJ1rxwvgX_Ew1F4X3BvopPF77JqEfuWuvpEQoUTjAPmNOaeVixu21sDctn3iNO18O7OaZUeIJ84-hoex1w77uwIXgJpneGCpnOL45pC1hEOQZV9EanAD7W4McpQTJCsrM6-u3goFRZHsI3INLicVEyMR9-PQlkLgSTtme5m-oFdawRSNVLNB54jhlG0fLT-VzNNgyjZgIZJIkul1jkl27ntww_va17UngtZkqTqgm4aLhX2PXkE2Y6JWW6RZ3P1LI64_-IBPeqxtoE_2jxT1rMcPGb1KxvSxVSqGskEx7On1ib_Mcx7jaz1lKQv369GnXfzF0nmkqZqtlCHbfsqLVarZfxwhQNBOInON5hX6uVXwZwQIrmVAJSZUM41SyxXZVUrRzMzD3WMSsRm9DOMXZCg5MwOWyyrvVP-6v0Bc43uhKMvcTHLitPgQZCObXMpq7cvaTsKxjKrtLRO5Awi5wRvRm2Lh0IDKid47EWOFvtyj988klV1yJ7UL-bBlO5vJc3b0VTDarERiRaM4tp1KXPMXDhtO6Ve-H_y8XLGAhGGz_g-t_x3-W6Fdjg295ajNEHVg-U2-q-6ca_I7-tZ8UuskKXoWXHVmhZUy37FenGoHfZld7lSfk0ChNwW_-eVPtgZCSkncygqaMX2DBQjxNGG7c=&xkcb=SoCQ-_M3YyfSBmW6dp0JbzkdCdPP&p=3&fvj=0&vjs=3,TOOKITAKI HOLDING PTE. LTD.,,"['$14,000 - $19,000 a month', 'Permanent', 'Flexible hours']","Designing and implementing fine-tuned production-ready data/ML pipelines in the Hadoop platform.
Identifying, designing, and implementing internal process…",17 days ago,
,,,,[],,,
,,,,[],,,
Data Scientist,https://sg.indeed.com/rc/clk?jk=301e1e9d935671fa&fccid=7cf87f932afc64bc&vjs=3,NE Digital,,['Full-time'],"Working with data engineer team to build and automate of the data workflows such as extraction, transformation, and load (ETL) to transform raw data for…",24 days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Data Scientist,https://sg.indeed.com/rc/clk?jk=5ea8aaa4706aeea2&fccid=81d0cdcd2f844676&vjs=3,SWAT Mobility Pte. Ltd.,,['Full-time'],"3-5 years algorithms development experience.
Good knowledge of algorithms, especially combinatorial optimization and graph theory.",4 days ago,new
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Senior Data Scientist - Gopay,https://sg.indeed.com/rc/clk?jk=0f972ba61b0fe23c&fccid=35c79097c1f63f3d&vjs=3,GO-JEK,https://sg.indeed.com/cmp/Pt.-Go--jek-Indonesia-2,['Permanent'],We are looking for a data scientist to join our Data Science team at GoPay - you will create models which help grow the customer base and transactions in GoPay.,30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Senior Data Scientist,https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AuWpd06JaTHFjvTB_5q6-0gBNCyrzTNez_CNw5GfFr-fdm3ewHMNJ35nohILle4Hz3UON1mfMzoBL6P2_-mf4LldVobclzvi-3PkWdHgYF9oSGBc4l51cpSKAkKcuIWi9Zk_3NqfeEJFfzNsg5SedWBaNBUdf-dlUObSxkVFrBpoHRZOB9qxkQVsO8t_wHMF_uwy40D0eTQJM_askfPPUxhQQt2OhMfpzT2NGOFL5LB-fDu9lSoWU4zTCoS2-b1XD3vmGqoh8CvAX55LmpNt_amNR0ADGpOXM7qf6mjkxL3AX_iS2K9cMT5yG0-7AiAYFIBxLYVzOfzZ8NeyQevprF_npmMy9ydlZT_de_UzAQny2kc_xlJ8_fWDdCIUCeHm4OTZvGGAlPJ-i1H5hvO4gpEpj_Lh5rT-Az-19ZEtmcIQX4QFgaPrbgybYwy4O-wIDksbuMwyKZDBBNtQsx4pTHBV-nUbv6RadGiQsmu2uEL540TN-eAyh0a0oew9_Ehx6hLXGAbMEuMPkOUS6tLSy0tosikt-Bb2ZioUQmbsbA2okUD9ZbyY4__gmzoU2N4ewS3OqI4Hz_bykkzqtsscLQtgO5gfbEo1AOHiAlTPPhpBDmVQqYlPrIMn__YJTnnQSBRuIElhivKWY-S8xyTVA0Kfza86ZiT58_pEcb89uv_MV_jsF4I0BV7i7DMDPpBswVqepGcsoJ0S8DMPkGWurCZB_ezXysbh_E5gZPgwlHauO5AdDYNlSEbGkdybY7E8h9fSJbMwctLd4ZP-aYdxhme2dPabV7GRsoLy4oDyIj9ZVjy8q353JRYQSUsqLVSN8u_aQsZdYo1qbK8YXd0Q_ykFicU-qHVLKWUa0KMlqs4w==&xkcb=SoD8-_M3YyfSBm26dp0LbzkdCdPP&p=7&fvj=0&vjs=3,RANDSTAD PTE. LIMITED,https://sg.indeed.com/cmp/Randstad,"['$8,000 - $10,000 a month', 'Full-time +1']","Ability to draw conclusions from data and recommend actions.
Lead investigations into multiple streams of product quality data.",21 days ago,
,,,,[],,,
,,,,[],,,
Senior Data Scientist,https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AuWpd06JaTHFjvTB_5q6-0gBNCyrzTNez_CNw5GfFr-fdm3ewHMNJ35nohILle4Hxy1bRUAqnng0MMNJnpjZJxFKkfPHEsIOFfGVbJ-j_hvYTZyWxmXsE7omD_s-jOwD44GKS5jObWCvtozu-MgIYXAo7htPnrsNEMhaE1eD8vLokLS3RZtgQVxRR4bYrliF2mnxm-rxoD2LboztDlE38oW0XtZlNGYX-riVR4uQCTh71SCf1n8Exg6vLqPg1nwgV5ZKDMEGXg5g21EeEunAuMY-sBD3PI0U-mCPlURgTlUdtYayAerU_lyE23UHU8ls2KZ9SjXtWZ-8pI7HZ_G2sTi6tE4zlpM7Czch7v5bj4KP1FgqcGBrdQTJHK6KbVMhFGJ9QiWb6g122-3FyerX7ne1U9C1pGz2Ss7GNET85ECvyn1z4mqNF8OVSrE5MdhJhA6I4LwINhV4AvMJyx2MmttF7q4oeilIU1x5DGYst8_6farlHFoRug56CeeHq7zd-T1LaBrfTHVLPzg7UFhcEgxHklncCWd1ADNKdaCtVcK4LL3dv6l6Aet-Lrvo7udZv3zxYNyIwUidYZaKWvnRWfeUSxYMIZycMAKSOb6OqGMAOql0YeiAn4G6WgypnBZPdRC4imIEgy8rgJEKlQbeu-FakOy-z5JMzd2AZxjvkMgj7aGmtu-3yhZONtb7JaJP7Bl2IBg23pDgXiY_lICcNqiajo9AF_lqydtOze2_ti_kkD06D1y-pzqcAa_lkcCFgzt5uZ7_Ekjc9dZaOsR6kR9drtOwEqgMHq_PpMmfPqRXYOGgbC3zMBfUUhf9CUZfP0OY-K8UFVOQoziMnblmrkXJJ9VQziznA=&xkcb=SoBI-_M3YyfSBm26dp0KbzkdCdPP&p=8&fvj=0&vjs=3,MEDIACORP PTE. LTD.,https://sg.indeed.com/cmp/Mediacorp-Pte-Ltd.,"['$7,500 - $15,000 a month', 'Full-time +1']","Work with other teams in Mediacorp to understand business needs, document data and data integration requirements, and resolve conflicting business/data…",3 days ago,new
,,,,[],,,
"Senior Manager, Data & Analytics, Technology Consulting",https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AuWpd06JaTHFjvTB_5q6-0gBNCyrzTNez_CNw5GfFr-fdm3ewHMNJ35nohILle4HyXmGO4DpljusxBRv8I6jURO5TJbuk0dpjpFCKmUy_pVIzXdO791dXWsoB8w9TsACAe30Sy9dSLilWlWyx7vGPgfJnnqbIsIP6Xm4fZSh13eJe_TvYYLrK2yAJrgy6mqHm8xpIN24DLHVhd_1IrWZO1qGtrRpwsZuxUgzYcGUw8rYCt0E4w_FTgcV_ykwOrBLnC6OoiEg8-agk2eoUsqIkfCBC0nparhaIoXMVB_ibXeeJmexQum6a7_HL_ggfAWCnq7H0tXfL4JmBBKt3j0NEMWzWfWC57NwOEbjal_YPBVCCfpzLtBkKiyF-L_vpbsqL8cprE41hvBAOAEiy9SORKmcuNnifCRC-PLCazFDSDlRNNuQQ_9-KeemR-9BacdQZWQeaSBRseqUMXTlvHhIPIjzuEixjlHW67zN-4xm9MYYoeb_ULWlC5Z-kQeuK0UzZ6bvgoQimBX4-SVle3xG2LKrHSNyCDoPDuhEN2s-KJEl99gzQGHmbtsNEfrwFareEssscgDsJ_vFpGdo1ssMLOM60pUFhUt8h5xt9wCvBRmEcXvcE2OP64BOicvxp0_P-xp9aURryiDPsGGCAn-mGpuS37uwsV15QZMHyVv0E4MnI0cfgV1WpemYbslnSNnRtAMVMYXnLx9oGbg_6RQvPjqHpyUkMd0ysC_hpkA21pTLCCU7uCXCA64x1uk4Y_Vh6MYqoEvqBEY5Q1tsPOmnD-VSoQVXsJ_4RvYa-6xn1XHb-CdQa1Lqiq0Guq4EDImTKbH352OAjn604pa46iCtS2YD_9t-FA5QTLxVzsSdNodIP1SU9NHN3NP5kE4DStn_kbifZxQvF_ZCaCd_LzBLJl&xkcb=SoDV-_M3YyfSBm26dp0JbzkdCdPP&p=9&fvj=0&vjs=3,ERNST & YOUNG ADVISORY PTE. LTD.,https://sg.indeed.com/cmp/Ey,"['$12,000 - $24,000 a month', 'Full-time +1']","Strong delivery experince in business intelligence, data warehousing/platform, and data strategy projects.
10 + years of experience in Big Data, data warehouse,…",2 days ago,new
,,,,[],,,
,,,,[],,,
,,,,[],,,
Data Scientist (Multiple Roles and Teams),https://sg.indeed.com/rc/clk?jk=703d1a6a246fa26a&fccid=b79fa3ee18655a5a&vjs=3,Grab,https://sg.indeed.com/cmp/Grab,['Full-time'],"Our data science teams aim to improve Grab’s user experience and platform efficiency, and drive real-world impact through innovative data-driven technology.",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Senior Data Scientist,https://sg.indeed.com/rc/clk?jk=aadcf17b0e0f2729&fccid=babab58a823c8682&vjs=3,DataSpark Pte Ltd,,['Full-time +1'],"Significant relevant experience in building and deploying data science solutions on large amounts of data.
Work with business, data analyst, and IT stakeholders…",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Data Scientist,https://sg.indeed.com/rc/clk?jk=9dbe2db386f7df88&fccid=79ad8f5481fa2045&vjs=3,Rapsys Technologies,,['Full-time'],"Own data quality for various data flows.
Design, build and manage data marts to satisfy our growing data needs.
Build expertise on the data.",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
"Manager, Data & Analytics, Technology Consulting",https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AuWpd06JaTHFjvTB_5q6-0gBNCyrzTNez_CNw5GfFr-fdm3ewHMNJ35nohILle4HyXmGO4DpljuivJx8q6GvTL78R7uTWF-RARBvLesGtAYGHwgHOa_tPO9bxIK-15aMmgpCn6DtcyRQCiqbQuC7-qyKNAUmcXtu8lNcv7NkKGn9JwouWjx1Z-_eS--Qd9yUgb3n5dMHlIKOsFYZFNsMmHss8RKWgYV8QXh4V1mC5VKf1jOjszRnN-4CAubf5KZWsO8ElMc26cKxE_7B-U3d04SppEqtrPx4VQ8c3ncxlk8EKjObw_kL6x8HlMzNPoeuiDt0s6kX5TBUsZhq5uAZ7Hg1uDMPqaaHL2XW9d_O2dV1t5prGBi63SSgrYgIsrpDGe232RZr3Xl1ideGXJWsjitZUDrlzBp7fMp6JSthPTlX2eRZk5I8J0QUkhmTvVcZrLts9YJ8LoiaKnGKL7MM4tjp7z59J19CKIzHlymbVv7YSEwrLB3uiD0NKzF37b9CNTXDKxIsNI4-HgI7VAT13OAp-o4_hgB8vtt6GfENgP7ECsagdIsImXsyapS5oB3yXoxwaqvhZ7bXrj7lomNwsk6DFVuamj3JdbwHgjQm0wg5rPS042AtRceop06Vi1quwmlUBGKyd6o89BXeT1_GD_QmMva1tTdqciiemB06keOtBVfCRnn4Da5cnD7eaxnoLTF8o6UhiJzPspu2YIAhmy0uZqTmUwHTI6-ciKjWb6kG4BLOcFgroK51A0Bqs5rK1nB0-kO9nzikXztyrBUHHgItNCttewZs7D9hSrV7yD9_nVVWBu3iqv6HKwfjygYmaeKn47j91Hp4sLJhKappSQwhqgAEmq7GKHLLmUuWtKE4izcirW1uX5WAYcQYcn7yKftCZU5o8PcA==&xkcb=SoBK-_M3YyfSBhW6dp0LbzkdCdPP&p=13&fvj=0&vjs=3,ERNST & YOUNG ADVISORY PTE. LTD.,https://sg.indeed.com/cmp/Ey,"['$8,000 - $16,000 a month', 'Full-time +1']","Exposure to business intelligence, data warehousing/platform, and data strategy projects.
We implement information-driven strategies, data platforms and…",2 days ago,new
,,,,[],,,
,,,,[],,,
Data Scientist,https://sg.indeed.com/rc/clk?jk=611935ac596b2184&fccid=c93b512c23211203&vjs=3,SISTIC.com Pte Ltd,https://sg.indeed.com/cmp/Sistic.com-Pte-Ltd,['Permanent'],"Familiarity with data engineering methodologies, including SQL, ETL and experience in manipulating data sets with structured and unstructured data using Hadoop,…",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
