apply_now,new_job_post_flag,job_post_days,company_name,company_url,job_title,job_tags,job_snippet,job_url
https://sg.indeed.com/applystart?jk=496f874b83776a9e&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKkt8mizbNlIXqcHv8mzi30hkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=0cf327ba5acfae94&assa=8659,,30,National Healthcare Group Corporate Office (NHGHQ),,Senior Clinical Informatics (Data Analytics),['Full-time'],"Identify and implement process improvements within data analytics group and/or respective programmes.
Explore machine learning algorithms, deep learning, NLP or…",https://sg.indeed.com/rc/clk?jk=496f874b83776a9e&fccid=dd616958bd9ddc12&vjs=3
https://sg.indeed.com/applystart?jk=41329cecb8748565&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKmYGJQg6xI7W-oq1Bhhb6pJkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=fab97ea7eb22ad7a&assa=8987,,30,Grab,https://sg.indeed.com/cmp/Grab,"Manager, Growth Data Science - Digital Marketing",['Full-time'],"Experience in working with Digital/Mobile Marketplaces marketing with Customer lifecycle data, geospatial and mobility data.",https://sg.indeed.com/rc/clk?jk=41329cecb8748565&fccid=b79fa3ee18655a5a&vjs=3
https://sg.indeed.com/applystart?jk=50949e6b90901e17&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKkiteeob6gB9ltQWbXBnx7ekN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=21c5636a77e17a60&assa=1281,,30,National University of Singapore,https://sg.indeed.com/cmp/National-University-of-Singapore,Research Analyst/ Associate/ Fellow in Machine Learning and...,['Full-time'],"Development of data analysis frameworks.
The responsibilities of the role will include designing and developing various analytical frameworks to analyze…",https://sg.indeed.com/rc/clk?jk=50949e6b90901e17&fccid=b4c06e8a712feddf&vjs=3
https://sg.indeed.com/applystart?jk=ee39913b47960a56&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKlf-EFl30XzqYVhdSxNRHB_kN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=dc7cfded21e38d8d&assa=2985,,30,Temasek,,"Senior Associate / Assistant Vice President, Investment Data...",['Full-time'],"To research and build data science / statistical models to help IG make better investment decisions.
Applying machine learning and/or statistical techniques to…",https://sg.indeed.com/rc/clk?jk=ee39913b47960a56&fccid=d900284f63844910&vjs=3
https://sg.indeed.com/applystart?jk=09fdc8f4d82ffc9a&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKnliCKOcgsRd_UVZ_u_DONdkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=2c3caebc4de1fe9a&assa=9585,,30,NTUC Income Insurance Co-Operative,https://sg.indeed.com/cmp/Income-Insurance-Limited-1,AI Engineer,"['Full-time', 'Shift system']",You will work with a strong team of AI and Data engineers to solve advanced business problems using the latest data science models and tools.,https://sg.indeed.com/rc/clk?jk=09fdc8f4d82ffc9a&fccid=ef56098dbd670fa3&vjs=3
https://sg.indeed.com/applystart?jk=d94d37d9e2fb7c9a&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKkoDPyDdOGTHpTJjs6GKSN4kN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=5040f80f5ebd4d3c&assa=2760,,30,Prudential plc,https://sg.indeed.com/cmp/Prudential-PLC,Data Science and Engineering Lead,['Full-time +2'],"Applying recent academic developments in data science to business problems.
Familiarity in data visualization libraries or tools such as Matplotlib and plot.ly.",https://sg.indeed.com/rc/clk?jk=d94d37d9e2fb7c9a&fccid=a88b8a0fd9c24f34&vjs=3
https://sg.indeed.com/applystart?jk=d8d5206ecd060af1&from=vj&pos=bottom&mvj=0&spon=1&adid=344996526&ad=-6NYlbfkN0BgenUtAy7N8vpHOUDnMIJ_LW6qlj4SiUZjYZ0pCX0SCeObUAX_MtiNeP1OMrjOU-30hpRo1n1yoYKP1EaKsBwfb7lWvfinb1fsT9cWsUQGNA68quxFgna8DXKZ1xRQhRlTjbgOkN0JwJj7Ls8d42cGgXkI4NkDqZzMuwVYQrbDkd3SuiZP5hvqJaofnWC_WZ1b_mH3UmyDnrWA82cdaW__vCCZRRjhRNL7FJMhvd_ywBGNF1jQH580TGvX8VU8jrrfkUn5xal4s02Q6AGxtX4GRilb85Z_838Of2cYPgM8HLsvWj3wKXtTXuCznEVjg0CcwLTX_QUfZbrinu4pTNDVpqAWqJMp6Q_wamvl-gO0n66ngXba5KsM&sjdu=DDFPzxEvhRu-RWYrxCrCmiTAsc4PX3SeosMp99jDPHOwDFcBhdp6pzACW_i80iUl8GbBx6naXi_hxFuvQmKusNzOMNmnU2hRsMfuur4UuIVc9LPS2ZlNAMG8DSYGLiTfKf0YgDdCMtvNk3w1hJEhTvikEH8o_2KRrlTCCVRJYcAEeENoT2bZGmv-Ef6KQDJiaaa7ZdBNZ0J8KVzFZNYmrw&vjfrom=serp&astse=5277f69587a7df42&assa=6483,,30,Page Personnel,,Data Scientist,"['$6,000 - $8,000 a month', 'Permanent']","Contribute to the data architecture engineering decisions to support analytics.
Strong knowledge in Feature Selection/Extraction on a variety of data types.",https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BgenUtAy7N8vpHOUDnMIJ_LW6qlj4SiUZjYZ0pCX0SCeObUAX_MtiNeP1OMrjOU-30hpRo1n1yoYKP1EaKsBwfb7lWvfinb1fsT9cWsUQGNK65Sh7BCg_UlgjxOtGi9e2hvqgI1xsdDz8eCXGLlWOHvmxM37zCVaBsw80LLFJqY70h-KLAXtbhScMdiun6i-g2hjiv3c5hGaNgbi_QeVkexa-EcbuPy8MskMAvDXZM20Z67Pq5hMIxAvZhgEY00U9aQxviqilSoqZLZNmvTF23YV-R-2nkXetncpUbuCGePObysaWR1PVh51oHepxDnrNHqF4BWnt7wRtBoCMemOxdy7BqStHDZZA0AWuLd2MaAeaY3mg4MvhmtRM1IVvqpYvkEi0YqCwrJDLNJsmdnFYriSOl86QIfQKcXMWEARBH-1iPXIS-RRH1HUcJS-xJ2AOykOpU9ti25JdOzvZ4dSYI6ayWzfQHSe6PxSmq9F2BA9wDl3V62CpPETY2uOKmZEel4yaOvEhuS_NJS-3bD9Z2UgKq-y314v2nfAzrQOtzivO2PvSAa4L3ei6B5w5Q7i7xjLRhvkjzz-AdI0oHXrlW9aOZ8b3hC-GBOnuoM-Duho5OxlOSCradxqKltZAvh5gGx95HA-S5j_lQyZYuU73YAIvtfhkbY3vwlkMCS89C8Q1l4e03WCC7IckZIMZqnffnCbLqfWdnnsSxtZ3ie4nFiniKL8vWiXW01S_k70pq_QCsLHLGiKtx_qhsQ6UTbYU=&xkcb=SoBZ-_M3YyfUc9WcVh0KbzkdCdPP&p=2&fvj=0&vjs=3
https://sg.indeed.com/applystart?jk=0f972ba61b0fe23c&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKks2bFrvjnPrlqxzA9BQGemkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=85851d8c7960c1a5&assa=6093,,30,GO-JEK,https://sg.indeed.com/cmp/Pt.-Go--jek-Indonesia-2,Senior Data Scientist - Gopay,['Permanent'],We are looking for a data scientist to join our Data Science team at GoPay - you will create models which help grow the customer base and transactions in GoPay.,https://sg.indeed.com/rc/clk?jk=0f972ba61b0fe23c&fccid=35c79097c1f63f3d&vjs=3
https://sg.indeed.com/applystart?jk=703d1a6a246fa26a&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKndwx_iN1UPTNauERGOIi_MkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=28b69e036a4ff5f6&assa=9022,,30,Grab,https://sg.indeed.com/cmp/Grab,Data Scientist (Multiple Roles and Teams),['Full-time'],"Our data science teams aim to improve Grab’s user experience and platform efficiency, and drive real-world impact through innovative data-driven technology.",https://sg.indeed.com/rc/clk?jk=703d1a6a246fa26a&fccid=b79fa3ee18655a5a&vjs=3
https://sg.indeed.com/applystart?jk=aadcf17b0e0f2729&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKkCgjo3TGeLWBElkeFTw0GekN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=9e0da98d713e3ef3&assa=1625,,30,DataSpark Pte Ltd,,Senior Data Scientist,['Full-time +1'],"Significant relevant experience in building and deploying data science solutions on large amounts of data.
Work with business, data analyst, and IT stakeholders…",https://sg.indeed.com/rc/clk?jk=aadcf17b0e0f2729&fccid=babab58a823c8682&vjs=3
https://sg.indeed.com/applystart?jk=9dbe2db386f7df88&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKlQo2nOxbsQa1vNvzmBYYEikN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=34de96c3918d847c&assa=2925,,30,Rapsys Technologies,,Data Scientist,['Full-time'],"Own data quality for various data flows.
Design, build and manage data marts to satisfy our growing data needs.
Build expertise on the data.",https://sg.indeed.com/rc/clk?jk=9dbe2db386f7df88&fccid=79ad8f5481fa2045&vjs=3
https://sg.indeed.com/applystart?jk=611935ac596b2184&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKnQFieO8UM69m8AxTihCf4ckN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=b7bbd483be950031&assa=9219,,30,SISTIC.com Pte Ltd,https://sg.indeed.com/cmp/Sistic.com-Pte-Ltd,Data Scientist,['Permanent'],"Familiarity with data engineering methodologies, including SQL, ETL and experience in manipulating data sets with structured and unstructured data using Hadoop,…",https://sg.indeed.com/rc/clk?jk=611935ac596b2184&fccid=c93b512c23211203&vjs=3
https://sg.indeed.com/applystart?jk=209ea2767616171a&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKnwctsoZKtEXe-98kGkJsW2kN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=b876f02611dbbd31&assa=769,,30,DBS Bank,https://sg.indeed.com/cmp/Dbs-Bank,Senior Data Scientist / Data Scientist - Consumer Banking Gr...,['Full-time'],"Preferred knowledge in Business Intelligence tools and data science.
Drive product business strategy by providing recommendation through data analytics.",https://sg.indeed.com/rc/clk?jk=209ea2767616171a&fccid=cc1f9ea511d140fe&vjs=3
https://sg.indeed.com/applystart?jk=c6da6e028542c918&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKnpyYzs0Bc4yqva2xgHdigGkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=2b790ddfe71612cf&assa=8758,,30,UOB Asset Management Ltd,https://sg.indeed.com/cmp/United-Overseas-Bank,"VP, Lead Data Scientist / Data Science Manager",['Full-time'],"Strategy: Responsible for continuously improving the business’s data and analytics operating model, creating industry-leading performance through the leveraging…",https://sg.indeed.com/rc/clk?jk=c6da6e028542c918&fccid=b1ace17c9d00764e&vjs=3
https://sg.indeed.com/applystart?jk=479c4dcd6ae3c0c8&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKnOYDpv6xbUwVC1uCv4VZ7WkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=94fe9706c84e5ae4&assa=8012,,30,Carro,https://sg.indeed.com/cmp/Carro,"Senior Data Scientist, Acoustic",['Full-time'],"Strong knowledge in big data ETL processes, data, and data exploration algorithms.
Strong data visualization and storytelling skills.",https://sg.indeed.com/rc/clk?jk=479c4dcd6ae3c0c8&fccid=c0f0ee56088a411e&vjs=3
https://sg.indeed.com/applystart?jk=d7dd43342fbe74d4&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKka3PHgUi528HTi-r0czxV1kN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=352a48240cf12c60&assa=7776,,30,Ministry of Trade and Industry,,Economist (Data Analytics),['Full-time +2'],"Strong quantitative skills (e.g., econometrics and data science) for forecasting, policy modelling and simulations, as well as impact evaluation studies.",https://sg.indeed.com/rc/clk?jk=d7dd43342fbe74d4&fccid=4a2777751410aed7&vjs=3
https://sg.indeed.com/applystart?jk=8b5e89ff0ef060c4&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKl1MhD-uAUpF8iwYDwlPPWukN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=dd50258f62960ce2&assa=4961,,30,National University of Singapore,https://sg.indeed.com/cmp/National-University-of-Singapore,Data Scientist / Data Analysis Manager,['Full-time'],"Proficiency in statistical computer languages (R, Python, MATLAB) to manipulate data and draw insights from large data sets.
NET, Java) is highly favourable.",https://sg.indeed.com/rc/clk?jk=8b5e89ff0ef060c4&fccid=b4c06e8a712feddf&vjs=3
https://sg.indeed.com/applystart?jk=0c20b553ca6a3761&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKkxM1YqLawSNlK1J7pi75b7kN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=ca8556c657aea1ac&assa=2739,,30,Temasek,,"Associate / Senior Associate, Investment Data Science",['Full-time'],"Experience using data to form business or investment decisions.
Applying statistical, econometric or data science techniques to model target variables in terms…",https://sg.indeed.com/rc/clk?jk=0c20b553ca6a3761&fccid=d900284f63844910&vjs=3
https://sg.indeed.com/applystart?jk=a875404a39192572&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKkqGfUk8ZBxhPbrs4AR1HzbkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=70fef84ffcb5923f&assa=1481,,30,Tan Tock Seng,https://sg.indeed.com/cmp/Tan-Tock-Seng,Data Scientist (NCID Prepare Office),['Full-time +1'],"Data extraction, cleaning, processing and management;
The Co-op is building a core data and research analytic team that will generate and provide empirical data…",https://sg.indeed.com/rc/clk?jk=a875404a39192572&fccid=b0babaafc9cc3312&vjs=3
https://sg.indeed.com/applystart?jk=fd5fdfc8d2f23d10&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKnXuXjnhkkdArrLTcemg5NykN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=72f27c3114f319c9&assa=1955,,30,Grab,https://sg.indeed.com/cmp/Grab,Senior Data Scientist (Dispatch),['Full-time'],"Experience in working with geospatial/ mobility data.
Deep dive into big data to conduct advanced statistical analyses.",https://sg.indeed.com/rc/clk?jk=fd5fdfc8d2f23d10&fccid=b79fa3ee18655a5a&vjs=3
https://sg.indeed.com/applystart?jk=a98d41b9f409360d&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKmPLmywppnjADhhAwHZuuBBkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=9dc7456d152e806a&assa=743,,30,Lenovo,https://sg.indeed.com/cmp/Lenovo,Supply Chain Principal Data Scientist,['Full-time'],",· Collaborating with Data and IT teams and other internal groups to address data quality, master data management, data governance and metadata management goals…",https://sg.indeed.com/rc/clk?jk=a98d41b9f409360d&fccid=af103eaff391cdf0&vjs=3
https://sg.indeed.com/applystart?jk=ad99d245b0f74ec7&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKkwbbaeP45QbXIRz62feNSJkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=5bf332c521678986&assa=5769,,30,AiDA,,Data Scientist (Machine Learning Specialist),['Full-time'],"Opportunity to work with best data scientists in the world, including Kaggle Grand Master.
Processing, cleansing, and verifying the integrity of data used for…",https://sg.indeed.com/rc/clk?jk=ad99d245b0f74ec7&fccid=ec85f4d8ea36d70a&vjs=3
https://sg.indeed.com/applystart?jk=3878eab46f28caa5&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKnqixRUR1SvIG1IEgx-LTNAkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=cc3efd4900957295&assa=1317,,30,"Ultra Clean Holdings, Inc.",,"Engineer, Machine Learning & Artificial Intelligence",['Full-time'],"Build analytics platform components to support data collection, exploratory, and integration from various sources being data API, RDBMS, or big data platform.",https://sg.indeed.com/rc/clk?jk=3878eab46f28caa5&fccid=dc07d054b5028733&vjs=3
https://sg.indeed.com/applystart?jk=b2fa4c0e8976eea9&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKluZcZ-EP9FYYSSyGuHAl_8kN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=e75ab4e6786b4160&assa=7802,,30,UBS,https://sg.indeed.com/cmp/UBS,Group CTO - Machine Learning Engineer,['Full-time +1'],"Hands-on working experience in Python scientific stack, SQL, UNIX/Linux systems for data wrangling, data analysis, modelling.",https://sg.indeed.com/rc/clk?jk=b2fa4c0e8976eea9&fccid=1c76c3a36f6c7557&vjs=3
https://sg.indeed.com/applystart?jk=abc6c2f4b294c2f6&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKlmhKgiAP1bC9trL5hjGdVAkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=617beb0eec1ff6e1&assa=868,,30,Grab,https://sg.indeed.com/cmp/Grab,Senior Data Scientist (Supply Shaping),['Full-time'],"The supply shaping data science team is a long-established team responsible for supply planning, positioning and retaining.",https://sg.indeed.com/rc/clk?jk=abc6c2f4b294c2f6&fccid=b79fa3ee18655a5a&vjs=3
https://sg.indeed.com/applystart?jk=e5760abc1a3e8c39&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKmrm_uWB8c7cxZftR4IQ27vkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=4da972a9badd3267&assa=8782,,30,Ultra Clean Asia Pacific Pte Ltd,https://sg.indeed.com/cmp/Ultra-Clean-Asia-Pacific-Pte-Ltd,"Engineer, Machine Learning & Artificial Intelligence",['Full-time'],"Build analytics platform components to support data collection, exploratory, and integration from various sources being data API, RDBMS, or big data platform.",https://sg.indeed.com/rc/clk?jk=e5760abc1a3e8c39&fccid=34a35bd727922544&vjs=3
Apply Now,,30,Neuroglee Therapeutics,,Senior Machine Learning Scientist,['Full-time'],"Digital signal processing, such as speech data.
By hiring the right talented Machine Learning scientists; data scientists, engineers, clinicians and healthcare…",https://sg.indeed.com/rc/clk?jk=d9b20760611c41cb&fccid=9f7420685d11a1d7&vjs=3
https://sg.indeed.com/applystart?jk=cd40f0fb6dfcba44&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKkfRSXeBnksL09MqUb9_UIQkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=d05bf16b5cfc8b6e&assa=3785,,30,Visa,https://sg.indeed.com/cmp/Visa,"Senior Manager, Data Science - Visa Consulting & Analytics,...",['Full-time'],"Actively seek out opportunities to innovate by using Visa’s data, client’s data and non-traditional data fit for purpose to the needs of our clients.",https://sg.indeed.com/rc/clk?jk=cd40f0fb6dfcba44&fccid=a3f737e511d9fc8c&vjs=3
https://sg.indeed.com/applystart?jk=caa2d90ff06202a1&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKnLW7X2TAoqHGmJ3ViqZsalkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=a15927ebcadfa88a&assa=896,,30,DBS Bank,https://sg.indeed.com/cmp/Dbs-Bank,"Senior Vice President (SVP), Senior Data Scientist, Analytic...",['Full-time'],"Build strong data team, mentor and coach data scientist.
The hired data scientist will play an active role in supporting the bank to build advance analytic…",https://sg.indeed.com/rc/clk?jk=caa2d90ff06202a1&fccid=cc1f9ea511d140fe&vjs=3
Apply Now,,30,"Love, Bonito",,Data Analytics Lead (Senior Analytics Manager),['Full-time'],"New data integration and data infrastructure.
Validate data tables in data warehouse, refine logic and data transformation, and build aggregation tables to…",https://sg.indeed.com/rc/clk?jk=4b229f41ef4cf13e&fccid=14a2208fa2c3b5ef&vjs=3
https://sg.indeed.com/applystart?jk=84491f9e0cf09a02&from=vj&pos=bottom&mvj=0&spon=0&sjdu=b7vh_jdkj9G0GZidtKO9loDDplm6SwWjHcxyoDIphKkdvqzH9MTO-NJDqrp8hgYfkN0wkll9wDHc3mnStM4Hmg&vjfrom=serp&astse=34af9e70113d9e8b&assa=397,,30,PwC,https://sg.indeed.com/cmp/Pwc,SME - Data Science & Advanced Analytics (Data & Analytics) -...,['Full-time'],"Proficiency in Python and its common data science libraries.
8+ years experience in data science or machine learning related functional roles.",https://sg.indeed.com/rc/clk?jk=84491f9e0cf09a02&fccid=5e964c4afc56b180&vjs=3
Apply Now,,30,Endicott Willow,,Machine Learning Engineer,"['$8,000 - $11,000 a month', 'Full-time +1', 'Flexible hours']","Experience with Python and machine learning frameworks such as pytorch, tensorflow.
Experience with cloud infrastructure, e.g., AWS, Microsoft Azure.",https://sg.indeed.com/company/Endicott-Willow/jobs/Machine-Learning-Engineer-f0d655ade6b981e0?fccid=215f513f9528a4e7&vjs=3
Apply Now,,30,JJ Consulting Services,,Project Manager (Data Analytics),"['$3,875 - $12,322 a month', 'Full-time', 'Monday to Friday']",Strong Experience working in an agile environment across multiple teams delivering data science and data engineering solutions.,https://sg.indeed.com/company/JJ-Consulting-Services/jobs/Project-Manager-af007428a67af31c?fccid=eb983c13696b8691&vjs=3
